Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 290.6712995593470072976484061599784960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(1, Cov A) = 374.37"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1.13514862
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Fire, , "(1, Cov A, 46899) = 1.108"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Fire, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Fire, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Fire, , "(1, Dairy, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Fire, , "(1, <<923,923>>, Cov A) = 0.623"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Fire, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Fire, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Fire, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Fire, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Fire, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Fire, , "(1, false, <<19,19>>) = 1.01"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Fire, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Fire, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(1, false, false, true, false, false, false) = 0.959"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Fire, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 3.048
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.378
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Fire, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Fire, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Fire, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1.009"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Fire, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Fire, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Fire, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, BaseRate, , , , , , , , , 290.6713000, ←, , CostData.BaseRate, , 290.6713
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Fire, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 290.6713, ←, , CostData.BaseRate, , 290.6713
, TermAmount, , , , , , , , , 290.67, ←, , CostData.BaseRate, , 290.6713
, , CONTINUE, , , , , , , , , R, , .01, , 290.67
Coverage A - Dwelling - Liability, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Liaiblity (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 3.9405000000, ←, , table:Acreage.Liability, , "(1, <<8000,8000>>, Cov A) = 3.9405"
, RateFactor, , , , , , , , , 1.1000000000000000000000000000000000000000, ←, , table:Number Of Families.Liability, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Liability, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Liability, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Liability, , "(1, true) = 1.1"
, PolicySizeFactor, , , , , , , , , 1.7090000000, ←, , table:PolicySizeRelativity.Liability, , "(1, 1000000, Cov A) = 1.709"
, ContentOnlyFactor, , , , , , , , , 1.089000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Liability, , "(<<1650,1650>>, Cov A, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Liability, , "(<<606,606>>) = 1.089"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Liability, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Liability, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Liability, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Liability, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Liability, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Liability, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 123.8374582239906063495347017973760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Liability, , "(1, Cov A) = 48.88"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1.089
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Liability, , "(1, Cov A, 46899) = 1.128"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Liability, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 3.9405
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Liability, , "(1, Dairy, Cov A) = 1.1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Liability, , "(1, <<923,923>>, Cov A) = 0.448"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Liability, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Liability, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Liability, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Liability, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Liability, , "(1, false, <<19,19>>) = 1.06"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Liability, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Liability, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Liability, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Liability, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Liability, , "(1, false, false, true, false, false, false) = 0.969"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Liability, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1.1
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.709
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.62505
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Liability, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Liability, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Liability, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Liability, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Liability, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Liability, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Liability, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, BaseRate, , , , , , , , , 96.59325000000, ←, , CostData.BaseRate, , 123.8375
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, , 0.78
, BaseRate, , , , , , , , , 96.5933000, ←, , CostData.BaseRate, , 96.5933
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Liability, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 96.5933, ←, , CostData.BaseRate, , 96.5933
, TermAmount, , , , , , , , , 96.59, ←, , CostData.BaseRate, , 96.5933
, , CONTINUE, , , , , , , , , R, , .01, , 96.59
Coverage A - Dwelling - Wind, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Wind (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Wind, , "(1, <<8000,8000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Wind, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Wind, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Wind, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Wind, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 2.5310000000, ←, , table:PolicySizeRelativity.Wind, , "(1, 1000000, Cov A) = 2.531"
, ContentOnlyFactor, , , , , , , , , 1.3119120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:Sq Feet Stories.Wind, , "(<<1650,1650>>, Cov A, 1) = 1.233"
, , CONTINUE, , , , , , , , , ×, , table:Repl Cost Sq Ft.Wind, , "(<<606,606>>) = 1.064"
, , CONTINUE, , , , , , , , , ×, , table:Bathrooms.Wind, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Garage Factor.Wind, , (BuiltIn-2_Ext) = 1
, , CONTINUE, , , , , , , , , ×, , table:Perils.Wind, , "(1, Special, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Heating, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Plumbing, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Roofing, <<17,17>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(1, Electrical, <<19,19>>, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Wind Mitigation.Wind, , "(Shed, null, <<2000,2000>>, Allen) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Wind, , "(1, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 295.90688865072514030742050926796800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(1, Cov A) = 681.68"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1.311912
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Wind, , "(1, Cov A, 46899) = 0.822"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Wind, , "(46899, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Wind, , "(1, Dairy, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Wind, , "(1, <<923,923>>, Cov A) = 0.627"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Wind, , "(1, 10, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Wind, , "(1, 5to7miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Wind, , "(1, Cov A, Frame-MV) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Wind, , "(1, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Wind, , "(1, false, <<19,19>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Wind, , "(1, false, 1, <<2000,2000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Wind, , "(1, Cov A, 1, Shingle_Asphalt, <<17,17>>, false, false) = 0.994"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Wind, , "(1, Shed, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Wind, , "(1, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(1, false, false, true, false, false, false) = 0.995"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Wind, , "(1, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 2.531
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 0.378
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Wind, , "(1, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Wind, , "(1, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Wind, , "(1, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Wind, , "(1, false, Cov A, <<17,17>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(1, Cov A, 1000, <<1000000,1000000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Wind, , "(1, false, Cov A, 1, <<1000000,1000000>>, 1) = 0.771"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Wind, , (Primary) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(true, 1) = 0.88"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 295.9069000, ←, , CostData.BaseRate, , 295.9069
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Wind, , "(1, Cov A) = 0"
, AdjustedRate, , , , , , , , , 295.9069, ←, , CostData.BaseRate, , 295.9069
, TermAmount, , , , , , , , , 295.91, ←, , CostData.BaseRate, , 295.9069
, , CONTINUE, , , , , , , , , R, , .01, , 295.91
Coverage A - Dwelling - Other, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Other (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<8000,8000>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Other, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Other, , "(1, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Other, , "(1, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Other, , "(1, true) = 1"
, PolicySizeFactor, , , , , , , , , 3.8460000000, ←, , table:PolicySizeRelativity.Other, , "(1, 1000000, Cov A) = 3.846"
